code,date,summary,pdf
11/2019/QĐ-UBND,26/02/2019,"Ban hành quy định chế độ miễn, giảm về tiền thuê đất và giá cho thuê cơ sở hạ tầng đối với cơ sở thực hiện xã hội hóa trong lĩnh vực giáo dục - đào tạo, dạy nghề, y tế, văn hóa, thể thao, môi trường, giám định tư pháp tại các đô thị trên địa bàn tỉnh Vĩnh Phúc",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/03/11vp.signed.pdf
05/2019/QĐ-UBND,30/01/2019,"Quy định hệ số điều chỉnh giá đất năm 2019 để xác định giá đất cụ thể tính tiền sử dụng đất, tiền thuê đất, giá khởi điểm để đấu giá quyền sử dụng đất  trên địa bàn tỉnh Ninh Bình",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/03/05nb.signed.pdf
07/2019/QĐ-UBND,21/01/2019,Quy định hệ số điều chỉnh giá đất làm cơ sở xác định nghĩa vụ tài chính đối với người sử dụng đất trên địa bàn tỉnh Bến Tre năm 2019,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/03/07btre.signed.pdf
04/2019/QĐ-UBND,14/01/2019,Quy định về hệ số điều chỉnh giá đất năm 2019 trên địa bàn tỉnh Vĩnh Phúc,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/03/04vp.signed.pdf
03/2019/QĐ-UBND,10/01/2019,"Về việc sửa đổi, bổ sung một số điều của Quy định chi tiết một số nội dung về bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất trên địa bàn thành phố Hải Phòng ban hành kèm theo Quyết định số 2680/2014/QĐ-UBND ngày 03/12/2014 của Ủy ban nhân dân thành phố",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/03/03hp.signed.pdf
01/2019/QĐ-UBND,10/01/2019,"Ban hành Quy định mức trích, nội dung chi và mức chi cho công tác tổ chức thực hiện bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Ninh Bình",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/03/01nb.signed.pdf
59/2018/QĐ-UBND,28/12/2018,Quy định diện tích tối thiểu được phép tách thửa đối với một số loại đất trên địa bàn tỉnh Cà Mau,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/03/59cm.signed.pdf
58/2018/QĐ-UBND,28/12/2018,Ban hành Quy định về đấu giá quyền sử dụng đất để giao đất có thu tiền sử dụng đất hoặc cho thuê đất và biện pháp thi hành Luật đấu giá tài sản trên địa bàn tỉnh Cà Mau,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/03/58cm.signed.pdf
57/2018/QĐ-UBND,28/12/2018,"Ban hành bộ ""Đơn giá bồi thường các loại nhà cửa, vật kiến trúc, mồ mả, tàu thuyền, máy móc thiết bị, nông cụ, ngư cụ, cây cối, hoa màu và nuôi trồng thủy hải sản"" khi Nhà nước thu hồi đất trên địa bàn tỉnh Hà Tĩnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/01/57ht.signed.pdf
42/2018/QĐ-UBND,21/12/2018,Về việc quy định hệ số điều chỉnh giá đất năm 2019 trên địa bàn tỉnh Phú Thọ,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/01/42pt.signed.pdf
39/2018/QĐ-UBND,21/12/2018,"Điều chỉnh, bổ sung Bảng giá đất 05 năm (2015-2019) trên địa bàn tỉnh Phú Thọ ban hành kèm theo Quyết định số 24/2014/QĐ-UBND ngày 29/12/2014 của UBND tỉnh Phú Thọ, Quyết định số 41/2016/QĐ-UBND ngày 28/12/2016 và Quyết định số 31/2017/QĐ-UBND ngày 19/12/2017 của UBND tỉnh Phú Thọ",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/01/39pt.signed.pdf
59/2018/QĐ-UBND,20/12/2018,Ban hành Quy định về đấu giá quyền sử dụng đất để giao đất có thu tiền sử dụng đất hoặc cho thuê đất áp dụng trên địa bàn tỉnh An Giang,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/03/59ag.signed.pdf
45/2018/QĐ-UBND,19/12/2018,"Quy đinh đơn giá dịch vụ đăng ký đất đai, tài sản gắn liến với đất, cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất trên địa bàn tỉnh Bến Tre",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/01/45bt.signed.pdf
45/2018/QĐ-UBND,19/12/2018,Quy định Hệ số điều chỉnh giá đất năm 2019 trên địa bàn tỉnh Cà Mau,https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/03/45cm.signed.pdf
44/2018/QĐ-UBND,19/12/2018,"Ban hành Đơn giá bồi thường nhà, vật kiến trúc, công trình xây dựng khác và di chuyển mồ mả khi nhà nước thu hồi đất trên địa bàn tỉnh Hà Nam năm 2019",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/01/44hnam.signed.pdf
54/2018/QĐ-UBND,17/12/2018,"Bãi bỏ quy định về phí cung cấp thông tin về giao dịch bảo đảm bằng quyền sử dụng đất, tài sản gắn liền với đất trên địa bàn tỉnh An Giang tại Quyết định số 86/2016/QĐ-UBND ngày 22 tháng 12 năm 2016 của Ủy ban nhân dân tỉnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/03/54ag.signed.pdf
30/2018/NQ-HĐND,07/12/2018,"Ban hành Danh mục dự án có thu hồi đất, sử dụng đất trồng lúa, đất rừng phòng hộ năm 2019 và Danh mục dự án có thu hồi đất, sử dụng đất trồng lúa năm 2016 bị hủy bỏ",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/01/30nqag.signed.pdf
25/2018/NQ-HĐND,07/12/2018,"Quy định mức thu, chế độ thu, nộp, quản lý và sử dụng phí thẩm định hồ sơ cấp giấy chứng nhận quyền sử dụng đất trên địa bàn tỉnh An Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/01/25nqag.signed.pdf
24/2018/NQ-HĐND,07/12/2018,"Quy định mức thu, chế độ thu, miễn, nộp, quản lý và sử dụng phí cung cấp thông tin về giao dịch bảo đảm bằng quyền sử dụng đất, tài sản gắn liền với đất trên địa bàn tỉnh An Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2019/01/24nqag.signed.pdf
39/2018/QĐ-UBND,31/10/2018,"Về việc ban hành Đơn giá sản phẩm đo đạc bản đồ địa chính; đăng ký đất đai, tài sản gẳn liền với đất, lập hồ sơ địa chính, cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/12/39ht.signed.pdf
40/2018/QĐ-UBND,15/10/2018,Về việc quy định góp quyền sử dụng đất và điều chỉnh lại quyền sử dụng đất để thực hiện dự án đầu tư trên địa bàn tỉnh Bến Tre,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/11/40btre.signed.pdf
25/2018/QĐ-UBND,15/10/2018,"Về việc sửa đổi, bổ sung một số điều của Quy định về đăng ký, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản khác gắn liền với đất; đăng ký biến động về sử dụng đất, sở hữu tài sản gắn liền với đất cho các tổ chức trên địa bàn thành phố Hà Nội ban hành kèm theo Quyết định số 13/2017/QĐ-UBND ngày 31/3/2017 của Ủy ban nhân dân thành phố Hà Nội",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/11/25hnoi.signed.pdf
24/2018/QĐ-UBND,15/10/2018,"Về việc sửa đổi, bổ sung một số điều của Quy định về đăng ký, cấp Giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở và tài sản gắn liền với đất cho hộ gia đình, cá nhân, cộng đồng dân cư, người Việt Nam định cư ở nước ngoài, cá nhân nước ngoài; chuyển mục đích sử dụng đất vườn, ao liền kề và đất nông nghiệp xem kẹt trong khu dân cư sang đất ở trên địa bàn thành phố Hà Nội ban hành kèm theo Quyết định số 12/2017/QĐ-UBND ngày 31/3/2017 của Ủy ban nhân dân thành phố Hà Nội",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/11/24hnoi.signed.pdf
33/2018/QĐ-UBND,09/10/2018,"Ban hành Quy định về bồi thường, hỗ trợ và tái định cư khi nhà nước thu hồi đất trên địa bàn tỉnh An Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/11/33ag.signed.pdf
35/2018/QĐ-UBND,03/10/2018,"Bãi bỏ và bổ sung một số danh mục Đơn giá bồi thường các loại nhà cửa, vật kiến trúc, mồ mả, tàu thuyền, máy mốc thiết bị, nông cụ, ngư cụ, cây cối, hoa màu và nuôi trông thủy sản khi Nhà nước thu hồi đất trên địa bàn tỉnh Hà Tĩnh ban hành kèm theo Quyết định số 03/2017/QĐ-UBND ngày 20/01/2017 của UBND tỉnh Hà Tĩnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/11/35ht.signed.pdf
34/2018/QĐ-UBND,02/10/2018,"Sửa đổi, bổ sung một số điều của quy định chính sách bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Hà Tĩnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/11/34ht.signed.pdf
23/2018/QĐ-UBND,13/09/2018,"Quy định nội dung chi và mức chi cho hoạt động của Hội đồng thẩm định bảng giá đất, Hội đồng thẩm định giá đất và Tổ giúp việc của Hội đồng thẩm định bảng giá đất, Hội đồng thẩm định giá đất",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/11/23dl.signed.pdf
38/2018/QĐ-UBND,04/09/2018,Về việc quy định diện tích tối thiểu được tách thửa đối với các loại đất trên địa bàn tỉnh Bến Tre,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/11/38btre.signed.pdf
20/2018/QĐ-UBND,14/08/2018,"Bổ sung vào Khoản 1, Điều 2 và Điều 3 của Quy định Bảng giá các loại đất trên địa bàn tỉnh Đắk Lắk ban hành kèm theo Quyết định số 43/2014/QĐ-UBND ngày 22/12/2014 của UBND tỉnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/10/20dl.signed.pdf
18/2018/QĐ-UBND,03/08/2018,"Quy định thu hồi đất đối với trường hợp không đưa đất vào sử dụng, chậm đưa đất vào sử dụng so với tiến độ sử dụng đất đã giao kết trong hợp đồng thuê đất, thuê lại đất với doanh nghiệp đầu tư kinh doanh kết cấu hạ tầng trong khu công nghiệp, khu chế xuất, cụm công nghiệp, làng nghề trên địa bàn tỉnh Đắk Lắk",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/08/18dl.signed.pdf
22/2018/QĐ-UBND,30/07/2018,"Bãi bỏ quy định về lệ phí cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ở, tài sản gắn liền với đất tại Quyết định số 87/2016/QĐ-UBND ngày 22 tháng 12 năm 2016 của Ủy ban nhân dân tỉnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/08/22ag.signed.pdf
33/2018/QĐ-UBND,25/07/2018,"Ban hành Quy chế phối hợp cung cấp thông tin, dữ liệu về nhà ở và thị trường bất động sản trên địa bàn tỉnh Bến Tre",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/10/33btre.signed.pdf
01/2018/NQ-HĐND,20/07/2018,"Về việc điều chỉnh, bổ sung quy hoạch sử dụng đất đến năm 2020 và kế hoạch sử dụng đất kỳ cuối (2016 - 2020) tỉnh Phú Thọ",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/10/01hdnd-ptho.signed.pdf
07/2018/NQ-HĐND,19/07/2018,"Quy định mức thu, chế độ thu, nộp lệ phí cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà, tài sản gắn liền với đất trên địa bàn tỉnh An Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/10/07ag.signed.pdf
02/2018/NQ-HĐND,19/07/2018,"Quy định mức thu, chế độ thu, miễn, giảm, nộp, quản lý và sử dụng phí khai thác và sử dụng tài liệu đất đai trên địa bàn tỉnh An Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/10/02ag.signed.pdf
69/2018/NQ-HĐND,11/07/2018,Về quy định chính sách hỗ trợ đất ở cho hộ nghèo giai đoạn 2018 - 2020 trên địa bàn tỉnh Trà Vinh (ngoài đối tượng theo Quyết định số 29/2013/QĐ-TTg ngày 20/5/2013 của Thủ tướng Chính phủ),https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/08/69hdnd-tv.signed.pdf
16/2018/QĐ-UBND,27/06/2018,Về việc bổ sung giá đất vào Bảng giá đất 5 năm 2015 -2019 trên địa bàn tỉnh Vĩnh Phúc đã được phê duyệt tại Quyết định số 61/2014/QĐ-UBND ngày 31/12/2014 (Bổ sung lần 4),https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/10/16vp.signed.pdf
28/2018/QĐ-UBND,25/06/2018,"Quy định mức hỗ trợ bố trí, ổn định dân cư tại các vùng sạt lở bờ sông, sạt lở bờ biển, sạt lở kênh rạch, sụt lún đất, lốc xoáy, xâm nhập mặn nước biển dâng, khu rừng đặc dụng trên địa bàn tỉnh Bến Tre",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/10/28btre.signed.pdf
24/2018/QĐ-UBND,21/06/2018,"Ban hành Quy chế phối hợp trong quản lý nhà nước về đăng ký biện pháp bảo đảm bằng quyền sử dụng đất, tài sản gắn liền với đất trên địa bàn tỉnh Hà Tĩnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/10/24ht.signed.pdf
22/20187/QĐ-UBND,04/06/2018,Quy định hệ số điều chỉnh giá đất năm 2018 trên địa bàn tỉnh Hà Tĩnh,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/07/22ht.signed.pdf
09/2018/QĐ-UBND,27/04/2018,"Về việc sửa đổi, bổ sung một số điều Quyết định số 46/2014/QĐ-UBND ngày 20/10/2014 của UBND tỉnh Vĩnh Phúc",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/11/09vp.signed.pdf
07/2018/QĐ-UBND,05/04/2018,"Ban hành quy định về nguồn, mức trích kinh phí, nội dung chi, mức chi tổ chức thực hiện bồi thường, hỗ trợ và tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Hà Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/07/07hnam.signed.pdf
19/2018/QĐ-UBND,28/03/2018,Sửa đổi một số điều của Quy định đánh số và gắn biển số nhà trên địa bàn tỉnh Đồng Nai ban hành kèm theo Quyết định số 74/2006/QĐ-UBND ngày 12/10/2006 của Ủy ban nhân dân tỉnh,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/07/19dnai.signed.pdf
06/2018/QĐ-UBND,21/03/2018,Quy định hệ số điều chỉnh giá đất làm cơ sở xác định nghĩa vụ tài chính đối với người sử dụng đất trên địa bàn tỉnh Bến Tre năm 2018,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/06/06btre.signed.pdf
05/2018/QĐ-UBND,26/02/2018,"Bổ sung giá đất ở đô thị của một số tuyến đường vào Mục III, Bảng số 7 của Bảng giá các loại đất trên địa bàn thị xã Buôn Hồ ban hành kèm theo Quyết định số 43/2014/QĐ-UBND ngày 22/12/2014 của UBND tỉnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/04/05dk.signed.pdf
05/2018/QĐ-UBND,21/02/2018,"Ban hành Quy chế thực hiện dân chủ trong công tác thu hồi đất, bồi thường, hỗ trợ, tái định cư trên địa bàn tỉnh Bến Tre",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/04/05btre.signed.pdf
04/2018/QĐ-UBND,13/02/2018,"Quy định hệ số điều chỉnh giá đất năm 2018 để xác định giá đất cụ thể tính tiền sử dụng đất, tiền thuê đất, giá khởi điểm để đấu giá quyền sử dụng đất trên địa bàn tỉnh Ninh Bình",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/04/04nb.signed.pdf
04/2018/QĐ-UBND,07/02/2018,"Quy định kinh phí tổ chức thực hiện bồi thường, hỗ trợ, tái định cư và cưỡng chế kiểm đếm, cưỡng chế thu hồi đất trên địa bàn tỉnh Bến Tre",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/04/04btre.signed.pdf
09/2018/QĐ-UBND,05/02/2018,Về việc ban hành hệ số điều chỉnh giá đất trên địa bàn tỉnh Hòa Bình năm 2018,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/04/09hb.signed.pdf
03/2018/QĐ-UBND,02/02/2018,Về việc phê duyệt Chương trình phát triển nhà ở tỉnh Phú Thọ đến năm 2020 và định hướng đến năm 2030,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/06/03pt.signed.pdf
01/2018/QĐ-UBND,02/01/2018,"Sửa đổi, bổ sung một số điều của Quy định về bồi thường, hỗ trợ và tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Cà Mau",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/03/01cm.signed.pdf
102/2017/QĐ-UBND,29/12/2017,Ban hành Quy định thi hành quyết định giải quyết tranh chấp đất đai đã có hiệu lực pháp luật trên địa bàn tỉnh An Giang,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/04/102ag.signed.pdf
63/2017/QĐ-UBND,29/12/2017,"Sửa đổi, bổ sung một số quy định về giá đất tại Bảng giá đất ban hành kèm theo Quyết định số 50/2014/QĐ-UBND ngày 19/12/2014 và Quyết định số 14/2016/QĐ-UBND ngày 16/5/2016 của Ủy ban nhân dân tỉnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/03/63hnam.signed.pdf
50/2017/QĐ-UBND,29/12/2017,"Ban hành Quy định chi tiết một số nội dung về bồi thường, hỗ trợ, tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/03/50ld.signed.pdf
66/2017/QĐ-UBND,20/12/2017,"Về việc quy định giá lúa thu thuế sử dụng đất nông nghiệp năm 2018 và nợ thuế sử dụng đất nông nghiệp, thuế nhà đất những năm trước trên địa bàn tỉnh Bến Tre",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/03/66btre.signed.pdf
60/2017/QĐ-UBND,19/12/2017,Về việc quy định hệ số điều chỉnh giá đất để xác định giá đất cụ thể tính đơn giá thuê đất năm 2018 trên địa bàn tỉnh Hà Nam,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/03/60hnam.signed.pdf
34/2017/QĐ-UBND,19/12/2017,Ban hành quy định về quy trình luân chuyển hồ sơ xác định nghĩa vụ tài chính về đất đai của người sử dụng đất trên địa bàn tỉnh Phú Thọ,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/04/34pt.signed.pdf
31/2017/QĐ-UBND,19/12/2017,"Điều chỉnh, bổ sung Bảng giá đất 05 năm (2015-2019) trên địa bàn tỉnh Phú Thọ ban hành kèm theo Quyết định số 24/2014/QĐ-UBND ngày 29/12/2014 và Quyết định số 41/2016/QĐ-UBND ngày 28/12/2016 của UBND tỉnh Phú Thọ",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/04/31pt.signed.pdf
61/2017/QĐ-UBND,19/12/2017,"Về việc quy định hệ số điều chỉnh giá đất để xác định giá đất cụ thể tính tiền sử dụng đất đối với các trường hợp giao đất, công nhận quyền sử dụng đất, chuyển mục đích sử dụng đất trên địa bàn tỉnh Hà Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/03/61hnam.signed.pdf
89/2017/QĐ-UBND,18/12/2017,Quy định hệ số điều chỉnh giá đất áp dụng trên địa bàn tỉnh An Giang năm 2018,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/03/89ag.signed.pdf
48/2017/QĐ-UBND,18/12/2017,"Ban hành Đơn giá bồi thường nhà, vật kiến trúc, công trình xây dựng khác và di chuyển mồ mả khi Nhà nước thu hồi đất trên địa bàn tỉnh Hà Nam năm 2018",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/03/48hnam.signed.pdf
29/2017/QĐ-UBND,12/12/2017,"Ban hành Quy định miễn tiền thuê đất đối với cơ sở thực hiện xã hội hóa trong lĩnh vực giáo dục - đào tạo, dạy nghề, y tế, văn hóa, thể dục thể thao, môi trường, giám định tư pháp sử dụng đất tại các đô thị trên địa bàn tỉnh Quảng Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/04/29qnam.signed.pdf
28/2017/QĐ-UBND,08/12/2017,"Sửa đổi một số điều của Quy định về lập dự toán, sử dụng và thanh quyết toán kinh phí tổ chức thực hiện bồi thường, hỗ trợ và tái định cư khi Nhà nước thu hồi đất trên địa bàn tỉnh Cà Mau ban hành kèm theo Quyết định số 36/2015/QĐ-UBND ngày 10 tháng 11 năm 2015 của Ủy ban nhân dân tỉnh Cà Mau",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/04/28cm.signed.pdf
27/2017/QĐ-UBND,01/12/2017,"Về việc điều chỉnh, bổ sung giá đất tại Bảng giá các loại đất 05 năm (2015 - 2019) trên địa bàn xã Thủy Triều, huyện Thủy Nguyên",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/04/27hp.signed.pdf
46/2017/QĐ-UBND,30/11/2017,"Sửa đổi, bổ sung một số quy định về giá đất tại Bảng giá đất ban hành kèm theo Quyết định số 50/2014/QĐ-UBND ngày 19/12/2014 và Quyết định số 14/2016/QĐ-UBND ngày 16/5/2016 của Ủy ban nhân dân tỉnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/04/46hnam.signed.pdf
53/2017/QH14,24/11/2017,"Về Báo cáo nghiên cứu khả thi Dự án thu hồi đất, bồi thường, hỗ trợ, tái định cư Cảng hàng không quốc tế Long Thành",https://datafiles.chinhphu.vn/cpp/files/vbpq/2017/12/53.signed.pdf
123/2017/NĐ-CP,14/11/2017,"Sửa đổi, bổ sung một số điều của các Nghị định quy định về thu tiền sử dụng đất, thu tiền thuê đất, thuê mặt nước",https://datafiles.chinhphu.vn/cpp/files/vbpq/2017/11/123.signed.pdf
44/2017/QĐ-UBND,08/11/2017,Về việc bổ sung giá đất ở vào Bảng giá đất 5 năm 2015 - 2019 trên địa bàn tỉnh Vĩnh Phúc đã được phê duyệt tại Quyết định số 61/2014/QĐ-UBND ngày 31/12/2014 (Lần 3),https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/04/44vp.signed.pdf
59/2017/QĐ-UBND,07/11/2017,Về việc Quy định diện tích tối thiểu được tách thửa đối với các loại đất trên địa bàn tỉnh Bến Tre,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/06/59btre.signed.pdf
26/2017/QĐ-UBND,07/11/2017,Ban hành Quy định quy trình luân chuyển hồ sơ xác định nghĩa vụ tài chính về đất đai của người sử dụng đất trên địa bàn tỉnh Cà Mau,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/06/26cmau.signed.pdf
45/2017/QĐ-UBND,21/09/2017,Ban hành Quy định về cưỡng chế thực hiện quyết định giải quyết tranh chấp đất đai trên địa bàn tỉnh Lâm Đồng,https://datafiles.chinhphu.vn/cpp/files/vbpq/2017/10/45ld.signed.pdf
39/2017/QĐ-UBND,15/09/2017,"Ban hành Quy định tiêu chí lựa chọn đối tượng được mua, thuê, thuê mua nhà ở xã hội trên địa bàn tỉnh Hà Nam",https://datafiles.chinhphu.vn/cpp/files/vbpq/2017/10/39hnam.signed.pdf
23/2017/QĐ-UBND,15/09/2017,Quy định về tách thửa đất trên địa bàn tỉnh Bà Rịa - Vũng Tàu,https://datafiles.chinhphu.vn/cpp/files/vbpq/2017/10/23br-vt.signed.pdf
43/2017/QĐ-UBND,10/08/2017,"Ban hành Quy định lộ giới và các chỉ tiêu về quản lý quy hoạch, xây dựng đối với nhà ở, công trình riêng lẻ thuộc phạm vi đồ án quy hoạch chung thị trấn Bằng Lăng, huyện Đam Rông, tỉnh Lâm Đồng đến năm 2025",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/01/43ld.signed.pdf
19/2017/QĐ-UBND,07/08/2017,"Ban hành bộ đơn giá về tư liệu môi trường; lưu trữ tài liệu đất đai; xây dựng cơ sở dữ liệu tài nguyên và môi trường, xây dựng ứng dụng phần mềm hỗ trợ việc quản lý, khai thác cơ sở dữ liệu tài nguyên và môi trường trên địa bàn tỉnh Tiền Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/01/19kg.signed.pdf
22/2017/QĐ-UBND,24/07/2017,"Sửa đổi, bổ sung bảng giá các loại đất, quy điịnh áp dụng đối với bảng giá các loại đất; quy định hỗ trợ khi Nhà nước thu hồi đất trên địa bàn tỉnh Đắk Lắk tại các Quyết định của UBND tỉnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/01/22dl.signed.pdf
16/2017/NQ-HĐND,14/07/2017,Về việc ban hành danh mục bổ sung dự án cần thu hồi đất và dự án có sử dụng đất trồng lúa năm 2017,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/01/16nq-ag.signed.pdf
15/2017/NQ-HĐND,14/07/2017,Về việc thông qua điều chỉnh quy hoạch sử dụng đất đến năm 2020 và kế hoạch sử dụng đất kỳ cuối (2016 - 2020) tỉnh An Giang,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/01/15nq-ag.signed.pdf
01/2017/NQ-HĐND,14/07/2017,"Về việc bãi bỏ Nghị quyết số 10/2012/NQ-HĐND ngày 25/7/2012 của Hội đồng nhân dân tỉnh về quy định mức thu, tỷ lệ điều tiết phí đấu giá tài sản, phí tham gia đấu giá tài sản; mức thu phí tham gia đấu giá quyền sử dụng đất trên địa bàn tỉnh Phú Thọ",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/01/01nq-ptho.signed.pdf
31/2017/NQ-HĐND,13/07/2017,"Về sửa đổi, bổ sung một số điều của Bảng giá đất 05 năm (2015 - 2019) trên địa bàn tỉnh Trà Vinh ban hành kèm theo Nghị quyết 15/2014/NQ-HĐND ngày 05/12/2014 của Hội đồng nhân dân tỉnh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/07/31nq-tv.signed.pdf
27/2017/NQ-HĐND,13/07/2017,"Quy định Lệ phí cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà, tài sản gắn liền với đất trên địa bàn tỉnh Trà Vinh",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/07/27nq-tv.signed.pdf
34/2017/QĐ-UBND,12/07/2017,Ban hành Quy định quy trình luân chuyển hồ sơ xác định nghĩa vụ tài chính về đất đai của người sử dụng đất trên địa bàn tỉnh Bến Tre,https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/01/34btre.signed.pdf
41/2017/QĐ-UBND,05/07/2017,"Ban hành Quy định lộ giới và các chỉ tiêu chủ yếu về quản lý quy hoạch, xây dựng đối với nhà ở, công trình riêng lẻ trên địa bàn thị trấn Đinh Văn, huyện Lâm Hà, tỉnh Lâm Đồng",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/01/41ld.signed.pdf
23/2017/QĐ-UBND,30/06/2017,"Ban hành Quy định về việc cưỡng chế thi hành quyết định giải quyết tranh chấp đất đai, quyết định công nhận hòa giải thành trên địa bàn tỉnh Kiên Giang",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/01/23kg.signed.pdf
29/2017/QĐ-UBND,22/06/2017,"Về việc ban hành Đơn giá sản phẩm đo đạc bản đồ địa chính; đăng ký đất đai, tài sản gắn liền với đất, lập đồ sơ địa chính, cấp giấy chứng nhận quyền sử dụng đất, quyền sở hữu nhà ờ và tài sản khác gắn liền với đất",https://datafiles.chinhphu.vn/cpp/files/vbpq/2018/01/29ht.signed.pdf
